epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.14537489414215088,0.0010000000474974513,1.9229038953781128,0.05091649666428566,2.0912563800811768
1,0.1775672435760498,0.0010000000474974513,1.889816164970398,0.3409368693828583,1.8357762098312378
2,0.27954360842704773,0.0010000000474974513,1.8753063678741455,0.3584521412849426,1.8379298448562622
3,0.3033822476863861,0.0010000000474974513,1.8582628965377808,0.3380855321884155,1.8175642490386963
4,0.2832110822200775,0.0010000000474974513,1.8329228162765503,0.28309571743011475,1.8562185764312744
5,0.3202933967113495,0.0010000000474974513,1.8013570308685303,0.31242361664772034,1.891865849494934
6,0.34301140904426575,0.0010000000474974513,1.7614502906799316,0.3120162785053253,1.7779552936553955
7,0.39659738540649414,0.0010000000474974513,1.6911808252334595,0.3633401095867157,1.6924015283584595
8,0.4753463864326477,0.0010000000474974513,1.6127151250839233,0.5128309726715088,1.5290510654449463
9,0.523431122303009,0.0010000000474974513,1.539405345916748,0.457433819770813,1.5700241327285767
10,0.5537897348403931,0.0010000000474974513,1.480397343635559,0.343380868434906,1.895625352859497
11,0.5755908489227295,0.0010000000474974513,1.4149707555770874,0.589409351348877,1.2786169052124023
12,0.5937245488166809,0.0010000000474974513,1.3648616075515747,0.5266802310943604,1.4312132596969604
13,0.5972901582717896,0.0010000000474974513,1.3095695972442627,0.5674134492874146,1.3239288330078125
14,0.6059494614601135,0.0010000000474974513,1.2714258432388306,0.5881873965263367,1.2263102531433105
15,0.6159331798553467,0.0010000000474974513,1.2213374376296997,0.6346232295036316,1.1007331609725952
16,0.6247962713241577,0.0010000000474974513,1.1848292350769043,0.6109979748725891,1.168298363685608
17,0.6331499814987183,0.0010000000474974513,1.145721673965454,0.5771893858909607,1.2288416624069214
18,0.6335574388504028,0.0010000000474974513,1.1310325860977173,0.5963340401649475,1.161094069480896
19,0.6517930030822754,0.0010000000474974513,1.10002863407135,0.6036660075187683,1.1428828239440918
